4301221052 26151 0 12000
4301221052 10959 0 5000
4301221065 20477 0 9000
4301221065 0 0 0
4301221078 0 0 0
4301221078 0 0 0
4301221091 0 0 0
4301221091 0 0 0
4301221104 0 0 0
4301221104 0 0 0
4301221117 0 0 0
4301221117 0 0 0
4301221130 0 0 0
4301221130 0 0 0
4301221143 0 0 0
4301221143 0 0 0
4301221156 0 0 0
4301221156 0 0 0
4301221169 0 0 0
4301221169 0 0 0
4301221182 0 0 0
4301221182 0 0 0
4301221195 0 0 0
4301221195 0 0 0
4301221208 0 0 0
4301221208 0 0 0
4301221221 0 0 0
4301221221 0 0 0
4301221234 0 0 0
4301221234 0 0 0
4301221247 0 0 0
4301221247 0 0 0
4301221260 0 0 0
4301221260 0 0 0
4301221273 0 0 0
4301221273 0 0 0
4301221286 0 0 0
4301221286 0 0 0
4301221299 0 0 0
4301221299 9418 0 4000
4301221312 1569 0 1000
4301221312 0 0 0
4301221325 29692 0 13000
4301221325 0 0 0
4301221338 6271 0 2000
4301221338 0 0 0
4301221351 0 0 0
4301221351 0 0 0
4301221364 0 0 0
4301221364 0 0 0
4301221377 0 0 0
4301221377 0 0 0
4301221390 0 0 0
4301221390 0 0 0
4301221403 0 0 0
4301221403 0 0 0
4301221416 0 0 0
4301221416 0 0 0
4301221429 0 0 0
4301221429 0 0 0
4301221442 0 0 0
4301221442 0 0 0
4301221455 0 0 0
4301221455 0 0 0
4301221468 0 0 0
4301221468 0 0 0
4301221481 0 0 0
4301221481 0 0 0
4301221494 0 0 0
4301221494 0 0 0
4301221507 0 0 0
4301221507 0 0 0
4301221520 0 0 0
4301221520 0 0 0
4301221533 0 0 0
4301221533 0 0 0
4301221546 0 0 0
4301221546 0 0 0
4301221559 0 0 0
4301221559 9073 0 3000
4301221572 0 0 0
4301221572 0 0 0
4301221585 17068 0 8000
4301221585 0 0 0
4301221598 13811 0 6000
4301221598 0 0 0
4301221611 0 0 0
4301221611 0 0 0
4301221624 0 0 0
4301221624 0 0 0
4301221637 0 0 0
